formulaRank,molecularFormula,adduct.x,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality,target_Compound,adduct.y,MetaboAnnotation_status
1,C19H38N2O3,[M + Na]+,C19H38N2NaO3+,Fatty acids,0.998,Fatty amides,0.993,N-acyl amines,0.925,Organic acids and derivatives,1,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.956,Amino acids and derivatives,0.956,Alpha amino acids,0.515,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",365.279,338,5.632,801747324462447e3,801746906567050800,12657,NA,NA,NA,FALSE
1,C19H38N2O3,[M + K]+,C19H38KN2O3+,Fatty acids,0.999,Fatty amides,0.992,N-acyl amines,0.729,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.995,"Amino acids, peptides, and analogues",0.687,Amino acids and derivatives,0.684,Amino acids and derivatives,0.684,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",381.252,338,5.632,801747325938842600,801746906596410900,12658,NA,NA,NA,FALSE
1,C19H38N2O3,[M + H]+,C19H39N2O3+,Fatty acids,0.996,Fatty amides,0.966,N-acyl amines,0.764,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",0.972,Amino acids and derivatives,0.971,Alpha amino acids,0.693,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Quaternary ammonium salts; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",343.297,338,5.633,801747381052019600,801746906625771e3,12668,NA,NA,NA,FALSE
1,C15H29NO,[M + H]+,C15H30NO+,Fatty acids,0.993,Fatty amides,0.98,Primary amides,0.664,Lipids and lipid-like molecules,0.68,Fatty Acyls,0.702,Fatty amides,0.714,N-acyl amines,0.524,N-acyl amines,0.524,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Amine oxides and derivatives; Carboxylic acid derivatives; N-acyl amines; Carbonyl compounds; Trisubstituted amine oxides and derivatives; Fatty Acyls; Organic oxides; Aminoxides; Hydrocarbon derivatives; Trialkyl amine oxides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,240.233,338,5.634,801747343894665600,801746906650936800,12670,NA,NA,NA,FALSE
1,C37H37N3O2,[M + H]+,C37H38N3O2+,Alkaloids,0.891,Tryptophan alkaloids,0.519,Steroidal alkaloids,0.368,Benzenoids,0.823,NA,NA,NA,NA,NA,NA,Benzenoids,0.823,Organic compounds; Organoheterocyclic compounds; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,556.296,339,5.645,801747333618616600,801746906680297e3,12698,NA,NA,NA,FALSE
1,C18H33NO3,[M + H]+,C18H34NO3+,Fatty acids,0.999,Fatty Acids and Conjugates,0.731,Nitro fatty acids,0.965,Lipids and lipid-like molecules,0.918,Fatty Acyls,0.906,Fatty acids and conjugates,0.766,Long-chain fatty acids,0.708,Long-chain fatty acids,0.708,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Unsaturated fatty acids; Nitro fatty acids; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Carbonyl compounds; Long-chain fatty acids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",312.255,339,5.653,801747385342796200,801746906709657100,12624,NA,NA,NA,FALSE
1,C18H35NO4,[M + Na]+,C18H35NNaO4+,Fatty acids,0.814,Fatty amides,0.668,N-acyl amines,0.121,Lipids and lipid-like molecules,0.701,Fatty Acyls,0.765,NA,NA,NA,NA,Fatty Acyls,0.765,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,352.249,339,5.655,801747331756344800,801746906734823e3,12651,NA,NA,NA,FALSE
1,C18H33NO4,[M + H]+,C18H34NO4+,Fatty acids,0.997,Fatty Acids and Conjugates,0.573,Nitro fatty acids,0.919,Lipids and lipid-like molecules,0.96,Fatty Acyls,0.962,Fatty acids and conjugates,0.907,Long-chain fatty acids,0.783,Long-chain fatty acids,0.783,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Unsaturated fatty acids; Nitro fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,328.249,340,5.658,801747343005472400,801746906759988900,12756,NA,NA,NA,FALSE
1,C18H33NO3,[M + Na]+,C18H33NNaO3+,Fatty acids,0.999,Fatty Acids and Conjugates,0.926,Nitro fatty acids,0.979,Lipids and lipid-like molecules,0.974,Fatty Acyls,0.973,Fatty acids and conjugates,0.962,Long-chain fatty acids,0.77,Long-chain fatty acids,0.77,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Unsaturated fatty acids; Nitro fatty acids; Carboxylic acid amides; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,334.239,340,5.67,801747329424310800,801746906839680600,12794,NA,NA,NA,FALSE
1,C18H33NO4,[M + Na]+,C18H33NNaO4+,Fatty acids,0.524,Fatty esters,0.542,Wax monoesters,0.092,Organic acids and derivatives,0.988,Carboxylic acids and derivatives,0.984,"Amino acids, peptides, and analogues",0.542,Amino acids and derivatives,0.54,Amino acids and derivatives,0.54,"Organic compounds; Amino acids, peptides, and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",350.231,340,5.671,801747335078235100,801746906864846500,12739,NA,NA,NA,FALSE
1,C31H36N4O4,[M + H]+,C31H37N4O4+,Terpenoids,0.499,Steroids,0.299,Pregnane steroids,0.391,Lipids and lipid-like molecules,0.679,Steroids and steroid derivatives,0.519,NA,NA,NA,NA,Steroids and steroid derivatives,0.519,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,529.281,340,5.673,801747333845109100,801746906902595200,12747,NA,NA,NA,FALSE
1,C18H28O4,[M - H2O + H]+,C18H27O3+,Fatty acids,0.803,Octadecanoids,0.669,Phytoprostanes,0.668,Lipids and lipid-like molecules,0.853,Fatty Acyls,0.784,Fatty acids and conjugates,0.59,NA,NA,Fatty acids and conjugates,0.59,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,291.196,340,5.674,801747336424607100,8.0174690694034394e+017,12699,NA,"1,11,12-Trihydroxy-4-eudesmen-3-one; 11,12-Isopropylidene |phytoprostane A ",[M+H-H2O]+,TRUE
1,C18H28O4,[M - H2O + H]+,C18H27O3+,Fatty acids,0.803,Octadecanoids,0.669,Phytoprostanes,0.668,Lipids and lipid-like molecules,0.853,Fatty Acyls,0.784,Fatty acids and conjugates,0.59,NA,NA,Fatty acids and conjugates,0.59,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,291.196,340,5.674,801747336424607100,8.0174690694034394e+017,12699,NA,"1,11,12-Trihydroxy-4-eudesmen-3-one; 11,12-Isopropylidene |phytoprostane A ",[M+H-H2O]+,TRUE
1,C16H30FN5O,[M + K]+,C16H30FKN5O+,Alkaloids,0.497,Ornithine alkaloids,0.071,Tropane alkaloids,0.089,Organoheterocyclic compounds,0.982,Triazines,0.621,Aminotriazines,0.666,N-aliphatic s-triazines,0.562,N-aliphatic s-triazines,0.562,"Organic compounds; Organoheterocyclic compounds; Triazines; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Alkyl fluorides; Organofluorides; Aminotriazines; Amines; Alkyl halides; N-aliphatic s-triazines; 1,3,5-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",366.206,341,5.675,801747335766101200,801746906978092700,12757,NA,NA,NA,FALSE
1,C31H36O7,[M + H]+,C31H37O7+,Terpenoids,0.861,Steroids,0.447,Ergostane steroids,0.249,Lipids and lipid-like molecules,0.888,Steroids and steroid derivatives,0.727,Steroid esters,0.634,NA,NA,Steroid esters,0.634,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Steroid esters; Carbonyl compounds; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",521.258,341,5.689,801747345140374400,801746907015841400,12780,NA,NA,NA,FALSE
1,C18H28O4,[M + H]+,C18H29O4+,Polyketides,0.643,Macrolides,0.509,Erythromycins,0.375,Lipids and lipid-like molecules,0.704,Fatty Acyls,0.549,NA,NA,NA,NA,Fatty Acyls,0.549,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,309.206,342,5.695,801747364908135e3,801746907057784400,12732,NA,NA,NA,FALSE
1,C13H31F2N5O,[M + K]+,C13H31F2KN5O+,Alkaloids,0.64,Ornithine alkaloids,0.174,Tropane alkaloids,0.067,Organic nitrogen compounds,0.995,Organonitrogen compounds,0.994,Amines,0.932,Tertiary amines,0.646,Tertiary alkylarylamines,0.522,"Organic compounds; Organoheterocyclic compounds; Triazines; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Aminotriazines; Amines; Tertiary amines; Tertiary alkylarylamines; Alkyl halides; N-aliphatic s-triazines; 1,3,5-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",350.21,342,5.695,801747333048190800,801746907095533200,12788,NA,NA,NA,FALSE
1,C18H33NO3,[M + H]+,C18H34NO3+,Fatty acids,0.999,Fatty Acids and Conjugates,0.836,Nitro fatty acids,0.958,Lipids and lipid-like molecules,0.963,Fatty Acyls,0.962,Fatty acids and conjugates,0.929,Long-chain fatty acids,0.874,Long-chain fatty acids,0.874,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Unsaturated fatty acids; Nitro fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,312.255,342,5.697,801747359975631900,801746907137476200,12793,NA,NA,NA,FALSE
1,C17H37NO3,[M + H]+,C17H38NO3+,Fatty acids,0.997,Spingolipids,0.938,Sphingoid bases,0.988,Organic nitrogen compounds,1,Organonitrogen compounds,1,Amines,0.978,Alkanolamines,0.955,"1,2-aminoalcohols",0.941,"Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",304.285,342,5.702,801747337666121600,801746907175225e3,12745,NA,NA,NA,FALSE
1,C28H38O7,[M + H3N + H]+,C28H42NO7+,Terpenoids,0.99,Diterpenoids,0.862,Tetracyclic diterpenoids,0.48,Lipids and lipid-like molecules,0.965,Prenol lipids,0.839,Diterpenoids,0.784,Tigliane and ingenane diterpenoids,0.712,Tigliane and ingenane diterpenoids,0.712,Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Diterpenoids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Tigliane and ingenane diterpenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,504.296,342,5.706,801747334671387400,801746907217168e3,12814,NA,"1 species hits (27-hydroxy-5-hydroxy-6,7-epoxy)",[M+NH4]+,TRUE
1,C28H36O6,[M - H2O + H]+,C28H35O5+,Terpenoids,0.998,Steroids,0.999,Ergostane steroids,1,Lipids and lipid-like molecules,0.968,Steroids and steroid derivatives,0.968,Steroid lactones,0.963,Withanolides and derivatives,0.992,Withanolides and derivatives,0.992,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Pyrans; Ketones; Alcohols and polyols; Epoxides; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carboxylic acid derivatives; Steroid lactones; Monocarboxylic acids and derivatives; Dialkyl ethers; Dihydropyranones; Carboxylic acid esters; Cyclic alcohols and derivatives; Withanolides and derivatives; Tertiary alcohols; Oxepanes; Carbonyl compounds; 5,6-epoxysteroids; Cyclic ketones; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities",451.249,342,5.708,801747348382572200,801746907259111e3,12823,NA,NA,NA,FALSE
1,C18H35NO4,[M + Na]+,C18H35NNaO4+,Fatty acids,0.991,Fatty amides,0.906,N-acyl amines,0.387,Lipids and lipid-like molecules,0.875,Fatty Acyls,0.922,Fatty amides,0.735,N-acyl amines,0.693,N-acyl amines,0.693,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,352.25,343,5.717,801747337460600600,801746907334608500,12856,NA,NA,NA,FALSE
