formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C17H33NO2,[M - H2O + H]+,C17H32NO+,Fatty acids,1.000,Fatty amides,0.999,Primary amides,0.990,Lipids and lipid-like molecules,0.879,Fatty Acyls,0.909,Fatty amides,0.815,,,Fatty amides,0.815,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,266.249,398,6.634,801747381815383477,801746913403767461,14787,
1,C14H26O2,[M + K]+,C14H26KO2+,Terpenoids,0.985,Sesquiterpenoids,0.827,Caryophyllane sesquiterpenoids,0.072,Lipids and lipid-like molecules,0.719,Prenol lipids,0.713,,,,,Prenol lipids,0.713,Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,265.160,398,6.637,801747383891565634,801746913458293423,14817,
1,C16H26O2,[M + H]+,C16H27O2+,Fatty acids,0.992,Fatty Acids and Conjugates,0.796,Unsaturated fatty acids,0.757,Lipids and lipid-like molecules,0.841,Fatty Acyls,0.798,Fatty acids and conjugates,0.760,Long-chain fatty acids,0.664,Long-chain fatty acids,0.664,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,251.201,398,6.639,801747387800660130,801746913508625081,14769,
1,C21H37N,[M + H]+,C21H38N+,Alkaloids,0.989,Nicotinic acid alkaloids,0.788,Pyridine alkaloids,0.787,Benzenoids,1.000,Benzene and substituted derivatives,1.000,Phenylmethylamines,0.975,,,Phenylmethylamines,0.975,Organic compounds; Phenylmethylamines; Organonitrogen compounds; Quaternary ammonium salts; Benzene and substituted derivatives; Benzenoids; Amines; Benzylamines; Organic cations; Organic salts; Aralkylamines; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities,304.301,399,6.649,801747389616794761,801746913537985214,14824,
1,C16H35NO,[M + H]+,C16H36NO+,Fatty acids,0.995,Spingolipids,0.956,Sphingoid bases,0.997,Organic nitrogen compounds,1.000,Organonitrogen compounds,1.000,Amines,0.995,Amine oxides and derivatives,0.539,Trisubstituted amine oxides and derivatives,0.539,"Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amine oxides and derivatives; 1,2-aminoalcohols; Amines; Alkanolamines; Trisubstituted amine oxides and derivatives; Aminoxides; Hydrocarbon derivatives; Trialkyl amine oxides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",258.280,399,6.649,801747385166635192,801746913567345347,14793,
1,C28H34O3,[M + H]+,C28H35O3+,Terpenoids,0.978,Steroids,0.474,Ergostane steroids,0.420,Lipids and lipid-like molecules,0.976,Steroids and steroid derivatives,0.799,Oxosteroids,0.768,3-oxosteroids,0.919,3-oxosteroids,0.919,Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acid esters; Carbonyl compounds; 3-oxosteroids; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities,419.259,399,6.652,801747658253668538,801746913592511176,14833,
1,C28H38O5,[M + H3N + H]+,C28H42NO5+,Terpenoids,0.999,Steroids,0.996,Ergostane steroids,0.997,Lipids and lipid-like molecules,0.986,Steroids and steroid derivatives,0.974,Steroid lactones,0.884,Withanolides and derivatives,0.960,Withanolides and derivatives,0.960,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Pyrans; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carboxylic acid derivatives; Steroid lactones; Monocarboxylic acids and derivatives; Dihydropyranones; Carboxylic acid esters; Cyclic alcohols and derivatives; Withanolides and derivatives; Carbonyl compounds; Cyclic ketones; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities",472.307,399,6.652,801747388866013877,801746913621871309,14834,
1,C30H39N5O,[M + H]+,C30H40N5O+,Alkaloids,0.983,Pseudoalkaloids (transamidation),0.971,Purine alkaloids,0.479,Organoheterocyclic compounds,0.971,Diazines,0.551,Pyrimidines and pyrimidine derivatives,0.595,Aminopyrimidines and derivatives,0.644,Aminopyrimidines and derivatives,0.644,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Benzenoids; Amines; Tertiary amines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,486.322,399,6.652,801747388484331979,801746913651231442,14835,
1,C24H30O6,[M + H]+,C24H31O6+,Polyketides,0.323,Lignans,0.411,Azaphilones,0.078,Benzenoids,0.812,,,,,,,Benzenoids,0.812,Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organooxygen compounds; Dialkyl ethers; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,415.213,399,6.653,801747384617181028,801746913676397271,14851,
1,C24H30O6,[M + H3N + H]+,C24H34NO6+,Shikimates and Phenylpropanoids,0.437,Lignans,0.222,Linear polyenes,0.041,Benzenoids,0.850,Benzene and substituted derivatives,0.593,,,,,Benzene and substituted derivatives,0.593,Organic compounds; Organoheterocyclic compounds; Ethers; Organic acids and derivatives; Organooxygen compounds; Dialkyl ethers; Benzene and substituted derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,432.239,399,6.653,801747384067726620,801746913705757404,14852,
1,C25H35NO6,[M + H]+,C25H36NO6+,Amino acids and Peptides,0.345,Linear polyketides,0.271,Cytochalasan alkaloids,0.242,Lipids and lipid-like molecules,0.547,,,,,,,Lipids and lipid-like molecules,0.547,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,446.255,399,6.653,801747391302905780,801746913730923233,15039,
1,C26H37NO6,[M + H]+,C26H38NO6+,Polyketides,0.438,Pseudoalkaloids (transamidation),0.751,Cytochalasan alkaloids,0.504,Benzenoids,0.582,Phenols,0.610,,,,,Phenols,0.610,Organic compounds; Alcohols and polyols; Phenols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,460.271,399,6.654,801747386517201757,801746913810615024,14862,
1,C18H31NO3,[M + Na]+,C18H31NNaO3+,Fatty acids,0.480,Small peptides,0.193,Aminoacids,0.081,Organic acids and derivatives,0.969,Carboxylic acids and derivatives,0.963,"Amino acids, peptides, and analogues",0.562,Amino acids and derivatives,0.561,Amino acids and derivatives,0.561,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",332.223,399,6.657,801747385506374032,801746913839975157,14900,
1,C28H36O5,[M - H2O + H]+,C28H35O4+,Terpenoids,1.000,Steroids,0.999,Ergostane steroids,0.999,Lipids and lipid-like molecules,0.988,Steroids and steroid derivatives,0.985,Steroid lactones,0.972,Withanolides and derivatives,0.994,Withanolides and derivatives,0.994,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Pyrans; Ketones; Alcohols and polyols; Epoxides; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carboxylic acid derivatives; Steroid lactones; Monocarboxylic acids and derivatives; Dialkyl ethers; Dihydropyranones; Carboxylic acid esters; Cyclic alcohols and derivatives; Withanolides and derivatives; Tertiary alcohols; Oxepanes; Carbonyl compounds; Cyclic ketones; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities",435.251,400,6.670,801747406322716325,801746913865140986,14942,
1,C28H36O5,[M + H]+,C28H37O5+,Terpenoids,0.998,Steroids,0.999,Ergostane steroids,0.935,Lipids and lipid-like molecules,0.990,Steroids and steroid derivatives,0.992,Steroid esters,0.648,,,Steroid esters,0.648,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Steroid esters; Carbonyl compounds; 3-oxo delta-1,4-steroids; Delta-1,4-steroids; 3-oxosteroids; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",453.264,401,6.684,801747388509497823,801746913944832777,14934,
1,C26H34O3,[M + Na]+,C26H34NaO3+,Terpenoids,0.959,Sesterterpenoids,0.347,Ophiobolane sesterterpenoids,0.475,Lipids and lipid-like molecules,0.945,Steroids and steroid derivatives,0.502,Oxosteroids,0.541,3-oxosteroids,0.727,3-oxosteroids,0.727,Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Oxosteroids; Carbonyl compounds; 3-oxosteroids; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities,417.243,401,6.686,801747422793758184,801746913995164435,14941,
1,C28H36O4,[M + H3N + H]+,C28H40NO4+,Terpenoids,0.996,Steroids,0.986,Ergostane steroids,0.643,Lipids and lipid-like molecules,0.985,Steroids and steroid derivatives,0.976,Steroid esters,0.759,,,Steroid esters,0.759,"Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acid esters; Steroid esters; Carbonyl compounds; 3-oxo delta-1,4-steroids; Delta-1,4-steroids; 3-oxosteroids; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",454.296,401,6.688,801747386039050883,801746914020330264,14947,
1,C16H31NO2,[M + Na]+,C16H31NNaO2+,Fatty acids,0.942,Fatty amides,0.776,Primary amides,0.306,Lipids and lipid-like molecules,0.779,Fatty Acyls,0.669,Fatty amides,0.694,N-acyl amines,0.501,N-acyl amines,0.501,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,292.227,401,6.690,801747386538173314,801746914049690397,14938,
1,C18H37NO4,[M + K]+,C18H37KNO4+,Fatty acids,0.949,Fatty esters,0.206,Fatty acyl carnitines,0.301,Lipids and lipid-like molecules,0.743,Fatty Acyls,0.804,,,,,Fatty Acyls,0.804,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,370.238,402,6.707,801747386840163506,801746914154548017,14968,
1,C18H37NO4,[M - H2O + H]+,C18H36NO3+,Fatty acids,1.000,Spingolipids,0.966,Sphingoid bases,0.974,Lipids and lipid-like molecules,0.955,Fatty Acyls,0.958,Fatty acids and conjugates,0.796,Long-chain fatty acids,0.769,Long-chain fatty acids,0.769,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Amines; Primary amines; Alkanolamines; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,314.270,402,6.707,801747387418978136,801746914179713846,14976,
1,C19H35NO4,[M + H]+,C19H36NO4+,Fatty acids,0.994,Fatty amides,0.745,Primary amides,0.156,Lipids and lipid-like molecules,0.920,Fatty Acyls,0.920,Fatty amides,0.803,N-acyl amines,0.541,N-acyl amines,0.541,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,342.265,403,6.721,801747388081678640,801746914209073979,14971,
1,C18H37NO4,[M + Na]+,C18H37NNaO4+,Fatty acids,0.906,Fatty amides,0.542,N-acyl amines,0.211,Lipids and lipid-like molecules,0.573,Fatty Acyls,0.606,,,,,Fatty Acyls,0.606,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; Amines; Fatty Acyls; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,354.266,403,6.721,801747390363381134,801746914234239808,14989,
1,C16H31NO,[M + H]+,C16H32NO+,Fatty acids,1.000,Fatty amides,1.000,Primary amides,1.000,Lipids and lipid-like molecules,0.888,Fatty Acyls,0.908,Fatty amides,0.872,,,Fatty amides,0.872,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,254.249,404,6.726,801747387381229361,801746914263599941,15015,
1,C28H36O4,[M + H]+,C28H37O4+,Terpenoids,0.999,Steroids,0.987,Ergostane steroids,0.815,Lipids and lipid-like molecules,0.992,Steroids and steroid derivatives,0.978,Steroid esters,0.789,,,Steroid esters,0.789,"Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acid esters; Steroid esters; Carbonyl compounds; 3-oxo delta-1,4-steroids; Delta-1,4-steroids; 3-oxosteroids; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",437.273,404,6.736,801747395362994298,801746914313931599,14948,
