Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45
5387,11.665,331.88278,Unknown,[2M+ACN+Na]+,adduct linked to 5158_[2M+3H2O+2H]+; adduct linked to 6463_[M+ACN+H]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,84.76,Orbi_P_E2_EXBLANKB,331.88278:207514 332.88613:0 333.88949:245615,,441789,536043,456375,417435,454758,508068,412848,447254,395805,469078.067708333,418635.65625,44232.7399477902,26207.9631043525
5388,0.535,331.89349,Unknown,[M+H]+,adduct linked to 6538_[M+2Na-H]+,0.667,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,41.65,Orbi_P_E2_Wasteblank5,331.89349:134403 332.89684:26866 333.9002:11180,,134878,199800,330044,265114,408397,324573,0,7453,0,277134.481770833,2484.17301432292,98632.3537865434,4302.71387559882
5389,0.525,332.04184,Unknown,[M+2Na-H]+,adduct linked to 10224_[2M+ACN+Na]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,71.03,Orbi_P_E2_WS03B,332.04184:276427 333.04519:57540 334.04855:51517,,6702,0,0,0,0,0,390453,545680,428259,1116.94368489583,454797.5625,2735.94209941879,80944.9197045713
5390,0.912,332.07486,Unknown,[M+K]+,adduct linked to 3889_[M+H-H2O]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,20.73,Orbi_P_E2_WS03B,332.07486:79738 333.07821:12998 334.08157:0,,0,0,0,0,0,0,226186,264585,176179,0,222316.958333333,0,44329.7365243847
5391,0.585,332.1344,Unknown,[M+K]+,adduct linked to 4384_[M+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,204.26,Orbi_P_E2_WS03B,332.1344:1308284 333.13775:275897 334.14111:0,,0,0,0,0,0,0,3085636,3138348,3128981,0,3117655.08333333,0,28122.1435553166
5392,0.81,332.13443,Unknown,[M+IsoProp+H]+,adduct linked to 3788_[M+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,123.84,Orbi_P_E2_WS03B,332.13443:801342 333.13778:164956 334.14114:18753,,0,0,0,0,0,0,1801049,1920658,1859314,0,1860340.25,0,59810.9721659622
5393,1.741,332.13455,Unknown,[M+H]+,adduct linked to 7268_[M+2ACN+H]+; similar chromatogram in higher mz_5537; similar chromatogram in higher mz_5974,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,48.93,Orbi_P_E2_WS03A,332.13461:299288 333.13796:51787 334.14132:0,54.79658:2598 127.03917:5491,0,0,0,0,0,0,904454,993459,934599,0,944170.791666667,0,45267.8009638082
5394,7.029,332.14972,Unknown,[M+H]+,adduct linked to 6930_[M+ACN+Na]+,1,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,121.44,Orbi_P_E2_EXBLANKA,332.15012:432223 333.15347:98005 334.15683:0,81.0711:3227 133.10197:2506 149.06052:12058,1443752,882365,809410,688222,691864,746474,4611713,7645710,6816353,877014.5,6357925.16666667,287316.718502332,1568088.24665071
5395,0.546,332.15619,Unknown,[M+H]+,adduct linked to 7159_[M+IsoProp+Na+H]+,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,53.14,Orbi_P_E2_WS03A,332.15619:357988 333.15954:0 334.1629:0,,0,0,0,0,0,0,858710,1053481,861912,0,924700.916666667,0,111538.315383702
5396,8.284,332.17017,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.73,Orbi_P_E2_WS03B,332.17017:22967 333.17352:10065 334.17688:0,,3340,20027,6702,2912,9737,1841,77446,74004,43974,7426.5337117513,65141.2734375,6825.10773041265,18412.0541836399
5397,7.354,332.19904,Unknown,[M+K]+,adduct linked to 4968_[M+Na]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,19,Orbi_P_E2_EXBLANKA,332.19904:405166 333.20239:90403 334.20575:94038,,1420081,221218,231663,14239,10648,8054,31043,10913,32465,317650.42594401,24806.8850911458,550310.011884995,12053.4546176834
5398,7.256,332.19952,Unknown,[M+H]+,,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,20.06,Orbi_P_E2_EXBLANKA,332.19952:712947 333.20287:165020 334.20623:262971,96.86443:3631 304.43433:2378,2187587,273651,239355,3423,18276,5181,13940,5033,41018,454578.978271484,19996.9947916667,857698.344940207,18741.5080651197
5399,7.103,332.19968,Unknown,[M+3ACN+2H]+,adduct linked to 7661_[2M+Na]+; adduct linked to 7932_[2M+K]+,0.222,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,27.73,Orbi_P_E2_EXBLANKA,332.19968:732987 333.20303:188320 334.20639:203212,81.0711:3227 133.10197:2506 149.06052:12058,3386261,324827,278279,22945,15031,8564,25181,10607,9861,672651.15250651,15216.2522786458,1336845.93626749,8637.53624195684
5400,2.709,332.20688,Unknown,[2M+3H2O+2H]+,adduct linked to 1601_[M+ACN+H]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.62,Orbi_P_E2_WS03B,332.20688:41238 333.21023:10493 334.21359:172272,,147604,197877,171967,163819,168713,172166,182404,189568,189239,170357.744791667,187070.104166667,16287.2657873775,4044.62846963189
5401,8.55,332.2207,Unknown,[M+K]+,adduct linked to 4409_[M+H]+,0.111,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,20.34,Orbi_P_E2_EXBLANKA,332.2207:397652 333.22405:97469 334.22741:10201,240.26768:4246 304.22482:14610,1300969,38836,20171,20770,1914,4777,13137,18206,9551,231239.496988932,13631.1774088542,524225.672477624,4348.77423952702
5402,6.469,332.22104,Unknown,[M+H]+,,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.19,Orbi_P_E2_EXBLANKB,332.22104:29100 333.22439:5125 334.22775:25764,,1151319,92737,76039,0,0,0,0,0,0,220015.82421875,0,458143.032936414,0
5403,3.364,332.24435,Unknown,[2M+3H2O+2H]+,adduct linked to 729_[M+H]+,0.667,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.8,Orbi_P_E2_Wasteblank5,332.24435:73134 333.2477:9358 334.25106:3384,,367960,349764,745640,792993,799556,749557,577345,814592,398768,634245.109375,596901.677083333,214509.415615461,208600.584396616
5404,11.637,332.24576,Unknown,[M+H]+,,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.22,Orbi_P_E2_WS03B,332.24576:53256 333.24911:0 334.25247:0,,71585,25813,24509,12001,23983,105973,23007,94275,22253,43977.4594726563,46511.904296875,36706.7414141619,41365.6712563309
5405,6.805,332.27994,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.44,Orbi_P_E2_WS03C,332.27994:35633 333.28329:12006 334.28665:0,,213505,60270,50142,38754,37117,40636,51852,62958,105141,73403.8912760417,73317.0338541667,69185.4194984201,28114.1956118938
5406,6.719,332.28049,Unknown,[M+H]+,adduct linked to 6004_[M+Na]+; adduct linked to 6486_[M+ACN+H]+,0.222,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,39.81,Orbi_P_E2_EXBLANKA,332.28049:1468724 333.28384:351213 334.2872:46644,55.05531:7119 59.05021:6110 83.0864:16956 107.08633:4177 137.09608:3360 155.10687:11895 286.17807:5225,4741996,77412,34358,19774,26585,26384,30170,48906,97375,821084.673502604,58817.1009114583,1920958.51152203,34681.5134955839
5407,7.085,332.28064,Unknown,[M+H+NH4]+,adduct linked to 10134_[2M+H]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,22.38,Orbi_P_E2_EXBLANKA,332.28064:181138 333.28399:40175 334.28735:34624,,599938,642769,627015,566753,567797,576529,633747,512402,590602,596800.145833333,578916.552083333,32220.5466337007,61510.6612723395
5408,5.476,332.28076,Unknown,[M+H]+,,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.39,Orbi_P_E2_EXBLANKA,332.28076:242944 333.28411:57838 334.28747:0,,651534,43416,47421,0,1886,0,0,0,0,124042.678771973,0,259350.642952509,0
5409,6.596,332.28076,Unknown,[M+H]+,,0.111,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,33.55,Orbi_P_E2_EXBLANKA,332.28076:743552 333.28411:170812 334.28747:0,60.04544:3980 69.07088:20618 71.08664:15084 81.07072:12261 98.98498:5886 121.10182:3489 255.87309:2744 284.29636:21366,3548263,14691,7335,1486,0,0,0,1731,0,595295.881449381,577.151204427083,1446663.68151782,999.65520971728
5410,5.639,332.28088,Unknown,[M+2Na-H]+,adduct linked to 4247_[M+NH4]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.89,Orbi_P_E2_EXBLANKA,332.28088:95354 333.28423:18045 334.28759:0,,271506,13207,21832,0,0,0,2370,0,0,51090.8518880208,790.125406901042,108355.747157438,1368.53734910364
5411,4.904,332.28091,Unknown,[M+H]+,adduct linked to 6009_[M+Na]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,2.64,Orbi_P_E2_EXBLANKA,332.28091:46606 333.28426:5480 334.28762:0,,148908,1397,5173,0,0,0,0,0,0,25913.0372111003,0,60288.2880756722,0
5412,5.125,332.28104,Unknown,[M+H]+,adduct linked to 6008_[M+Na]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.12,Orbi_P_E2_EXBLANKA,332.28104:77878 333.28439:16170 334.28775:0,,211040,7465,13280,0,0,0,0,0,0,38630.867594401,0,84635.701882626,0
5413,6.374,332.31662,Unknown,[M+2H+Na]+,adduct linked to 6714_[M+2K-H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.95,Orbi_P_E2_EXBLANKA,332.31662:257435 333.31997:59215 334.32333:0,,1392392,11753,30000,0,0,0,0,0,0,239024.10530599,0,565154.328816436,0
5414,6.282,332.31668,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.45,Orbi_P_E2_EXBLANKA,332.31668:146884 333.32003:30418 334.32339:0,,475014,10143,2454,0,0,0,0,0,0,81268.4899495443,0,192935.147786689,0
5415,6.467,332.31686,Unknown,[M+NH4]+,adduct linked to 10340_[2M+Na]+,0.111,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,22.31,Orbi_P_E2_EXBLANKA,332.31686:646102 333.32021:120560 334.32357:0,57.07092:22488 118.08671:3617 198.90694:2629,3337496,48834,42435,0,0,0,0,3948,0,571460.744791667,1315.96020507813,1355260.66836776,2279.30993593407
5416,7.643,332.33188,Unknown,[M-C6H10O4+H]+,adduct linked to 8938_[M+ACN+H]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,14.48,Orbi_P_E2_EXBLANKA,332.33188:259250 333.33523:35304 334.33859:0,,2093729,2170744,1263534,1270482,2241796,2134704,2228404,2102862,2462443,1862497.95833333,2264569.5,463829.157735998,182498.328602449
5417,11.62,332.33212,Unknown,[M+H]+,,0.444,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.79,Orbi_P_E2_EXBLANKB,332.33212:52679 333.33547:11594 334.33883:0,,191056,196590,182882,60093,99400,93603,164654,120993,172645,137270.619791667,152764.2109375,59648.2107278064,27803.4041930609
5418,0.468,332.85223,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.9,Orbi_P_E2_WS03B,332.85223:21240 333.85558:0 334.85894:0,,0,0,0,1918,0,0,38983,37940,16177,319.631652832031,31033.0986328125,782.934455080894,12876.2761012214
5419,11.661,332.91565,Unknown,[M+2ACN+H]+,adduct linked to 3251_[M+H]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,106.6,Orbi_P_E2_WS03B,332.91565:501648 333.919:0 334.92236:917196,,1024108,1185040,1179749,1174805,1092384,989432,985207,1104342,949789,1107586.34375,1013112.60416667,85889.6285254344,80967.1388584479
5420,0.47,332.9361,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.06,Orbi_P_E2_Wasteblank5,332.9361:23272 333.93945:0 334.94281:0,,33299,35844,18737,31501,47194,33826,0,0,4329,33400.1116536458,1443.03434244792,9110.90244985444,2499.40879818654
5421,6.059,332.94864,Unknown,[M+H]+,,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.58,Orbi_P_E2_WS03A,332.94864:19944 333.95199:0 334.95535:0,,138947,74901,45323,40660,31852,45637,99906,113194,111591,62886.474609375,108230.247395833,39981.9729200697,7253.36082187427
5422,0.814,333.05069,Unknown,[M+NH4]+,adduct linked to 6539_[M+IsoProp+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,9.76,Orbi_P_E2_WS03B,333.05069:46433 334.05404:17029 335.0574:0,,0,0,0,0,0,0,101360,132925,128434,0,120906.395833333,0,17075.6291336
5423,0.525,333.06879,Unknown,[M+H]+,,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,42.47,Orbi_P_E2_WS03B,333.06879:211080 334.07214:0 335.0755:109684,,0,0,0,0,0,0,335203,414572,377581,0,375785.197916667,0,39715.0129521124
5424,5.524,333.11023,Unknown,[M+Na]+,adduct linked to 4835_[M+H]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,31.8,Orbi_P_E2_WS03C,333.11023:137007 334.11358:31380 335.11694:0,,355476,409166,462407,427443,441645,457147,446492,417771,452642,425547.421875,438968.052083333,39492.534464716,18613.2241227175
5425,3.984,333.14511,Unknown,[M+CH3OH+H]+,adduct linked to 4585_[M+H]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,42.4,Orbi_P_E2_WS03A,333.14529:474717 334.14864:110550 335.152:20042,173.77364:2695 255.11299:82992,0,0,0,0,0,0,1328208,1340318,1205172,0,1291232.79166667,0,74776.0421872722
5426,7.829,333.14667,Unknown,[M+Na]+,adduct linked to 4840_[M+H]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,9.78,Orbi_P_E2_WS03A,333.14667:93654 334.15002:20742 335.15338:50271,,273632,315644,327403,383333,371936,323599,401983,406394,413080,332591.151041667,407152.302083333,39984.6320441885,5587.4414707272
5427,6.024,333.14746,Unknown,[M+K]+,adduct linked to 3950_[M+H-H2O]+,0.444,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.9,Orbi_P_E2_WS03A,333.14746:39046 334.15081:9454 335.15417:0,,117167,104732,93165,129802,138350,139882,175776,218922,159285,120516.259114583,184660.859375,18908.9491051581,30795.1441795426
5428,8.413,333.14774,Unknown,[M+H]+,,0.667,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.04,Orbi_P_E2_EXBLANKA,333.14774:47424 334.15109:9894 335.15445:36058,,186486,142720,129020,116209,119893,109705,163383,137485,168127,134005.416666667,156331.677083333,28147.5515178885,16492.9862230523
5429,7.22,333.1752,Unknown,[M+H]+,adduct linked to 6029_[M+Na]+; similar chromatogram in higher mz_10198,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.47,Orbi_P_E2_WS03A,333.1752:46303 334.17855:8470 335.18191:207597,,0,2756,2932,1355,1777,0,132865,115072,110140,1470.09181722005,119359.072916667,1282.21854515303,11953.2301287818
5430,7.3,333.18265,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,1.94,Orbi_P_E2_WS03B,333.18265:20659 334.186:12064 335.18936:8745,,0,0,0,0,0,0,53245,43435,41692,0,46124.25390625,0,6228.4446458074
5431,8.036,333.18271,Unknown,[M+H]+,,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,2.92,Orbi_P_E2_WS03C,333.18271:33501 334.18606:0 335.18942:15980,,16229,44992,31313,12578,36634,34003,93196,82451,102768,29291.4783528646,92804.8125,12463.1401909494,10163.751758521
5432,5.983,333.20392,Unknown,[M+H]+,,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.37,Orbi_P_E2_WS03B,333.20392:63767 334.20727:0 335.21063:0,,5938,2300,9511,6310,7056,5307,146455,264561,222366,6070.40502929688,211127.197916667,2352.95433426745,59849.4340561556
5433,5.544,333.20404,Unknown,[M+H]+,,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.26,Orbi_P_E2_WS03B,333.20404:47974 334.20739:13221 335.21075:10088,,3786,7883,5142,7996,3622,3062,211462,255339,234104,5248.61283365885,233635.046875,2194.08017341772,21942.5074327609
5434,6.452,333.20432,Unknown,[M+CH3OH+H]+,adduct linked to 10039_[2M+NH4]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.69,Orbi_P_E2_WS03B,333.20432:122041 334.20767:31656 335.21103:11684,,28066,44782,37802,26290,26888,9323,515758,541880,486547,28858.5377604167,514728.666666667,12052.2710394768,27680.8219029879
5435,6.517,333.20432,Unknown,[M+H]+,,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.77,Orbi_P_E2_WS03A,333.20432:71609 334.20767:8991 335.21103:21144,,15325,23352,8174,17863,10117,21001,288326,252116,257409,15971.9481608073,265950.53125,5980.37549970539,19557.9543140118
5436,6.163,333.20471,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.27,Orbi_P_E2_WS03A,333.20471:55481 334.20806:14344 335.21142:5721,,6960,9212,12410,9211,5266,8896,313408,298287,286100,8659.17732747396,299264.895833333,2413.67811608861,13680.4390733122
5437,4.216,333.216,Unknown,[M+H]+,,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.85,Orbi_P_E2_EXBLANKC,333.216:76690 334.21935:28615 335.22271:8327,,195861,136133,202316,3197,1345,2489,1498,3535,7194,90223.3236287435,4075.73860677083,98997.172945406,2886.25573485778
5438,4.152,333.21625,Unknown,[M+H]+,,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.42,Orbi_P_E2_EXBLANKA,333.21625:75766 334.2196:29101 335.22296:0,,186048,129855,161951,3316,1345,1344,5446,5011,5162,80643.0950113932,5206.13102213542,87975.9722961232,220.888153647535
5439,5.934,333.26465,Unknown,[M+H]+,,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.39,Orbi_P_E2_Wasteblank6,333.26465:29130 334.268:0 335.27136:0,,71140,65374,76776,59670,65983,76087,62039,68949,68072,69171.6907552083,66353.1458333333,6699.25066641469,3761.98112532812
