cluster,cluster.size,strength,id,source,Alignment.ID,Average.Rt.min.,Average.Mz,Adduct.type,Post.curation.result,Fill..,S.N.average,Spectrum.reference.file.name,MS1.isotopic.spectrum,MS.MS.spectrum,Metabolite.name,Blank.1,Blank.2,Blank.3,Blank.4,Blank.5,Blank.6,QC.1,QC.2,QC.3,avg_Blank,avg_QC,sd_Blank,sd_QC,ratio_Blank,rsd_QC,rsd_min,rmd,identified_by_MSDial
252,1,0,pos_7353,pos,7353,6.652,419.25867,[M+H]+,adduct linked to 8054_[M+ACN+H]+; similar chromatogram in higher mz_10539,0.333,380.84,Orbi_P_E2_WS03A,419.25867:3394496 420.26202:1222112 421.26538:186286,107.08596:7384 151.11214:6286 157.10152:16798 171.0807:117657 197.09653:46757 223.11247:29980 251.14316:6387,Unknown,1.087047e-6,1.340145e-6,4.063976e-6,6.0755e-6,0,1.531204e-6,8.405788e-4,8.230883e-4,7.444847e-4,2.3496453233444e-6,8.02717249219616e-4,2.26383951190294e-6,5.11835504213532e-5,0.00147397455560189,6.376286353770611,6.376286353770611,616.9699484091649,FALSE
253,4,0,pos_7354,pos,7354,6.129,419.25876,[M+IsoProp+H]+,adduct linked to 6289_[M+Li]+,0.333,125.97,Orbi_P_E2_WS03A,419.25897:1067318 420.26232:424888 421.26568:75527,93.07062:3753 95.086:7455 107.08604:13837 125.0601:24774 135.08057:8962 151.07399:3343 155.08565:21280 161.09636:4733 187.11156:3236 207.11697:6170 237.12787:5199 263.14383:7563 288.18848:3349 383.23947:5297,Unknown,0,0,8.082543e-7,0,0,0,2.642998e-4,2.815783e-4,2.466557e-4,1.34709049840846e-7,2.64177952582637e-4,3.2996843584522e-7,1.74615984913593e-5,2.5903141106104236e-4,6.609786441545371,6.609786441545371,617.1844805341581,FALSE
253,4,0.01543352180348953,pos_8246,pos,8246,6.125,472.3067,[M+NH4]+,adduct linked to 8328_[M+Na]+; adduct linked to 8568_[M+K]+; adduct linked to 11251_[2M+Na]+,0.333,173.52,Orbi_P_E2_WS03A,472.30692:1450639 473.31027:589491 474.31363:109507,68.5301:2677,Unknown,0,0,0,0,0,0,3.592217e-4,4.035971e-4,3.401476e-4,0,3.67655467319613e-4,0,3.25546833186362e-5,0,8.854671346512445,8.854671346512445,649.3661851504075,FALSE
254,1,0,pos_7356,pos,7356,6.471,419.25894,[M+H]+,adduct linked to 7649_[M+NH4]+,0.333,180.11,Orbi_P_E2_WS03A,419.25897:1467817 420.26232:534390 421.26568:97584,97.0659:3176 133.10184:2651 135.08069:12342 209.09694:5514 247.1485:13178,Unknown,1.087047e-6,0,4.063976e-6,6.0755e-6,3.938419e-6,0,3.634755e-4,3.65069e-4,3.178118e-4,2.52749034264828e-6,3.48785436168934e-4,2.52155393165402e-6,2.68358186674569e-5,0.00358536341758026,7.694076611174496,7.694076611174496,617.6135445078297,FALSE
255,2,0,pos_7358,pos,7358,5.326,419.25903,[M+IsoProp+H]+,adduct linked to 6290_[M+Li]+,0.333,109.6,Orbi_P_E2_WS03A,419.25888:822380 420.26223:287032 421.26559:58125,96.86588:3625 123.11752:4399 157.10182:4654 171.08076:31335 223.11182:21046 237.16412:167340 265.15912:102653,Unknown,0,0,0,0,0,0,2.036458e-4,2.218379e-4,2.056909e-4,0,2.10391541865344e-4,0,9.96544102725324e-6,0,4.73661675697561,4.73661675697561,617.8280763565084,FALSE
255,2,0,pos_9518,pos,9518,5.326,570.27502,[2M+ACN+H]+,adduct linked to 3619_[M+H]+,0.333,578.76,Orbi_P_E2_WS03A,570.27515:4212165 571.2785:1483342 572.28186:463248,81.07076:3888 151.11159:4884 171.08057:43948 223.14804:18947 263.14243:6224 265.15909:290162,Unknown,0,0,0,0,0,0,0.001043058,0.001140977,0.001060312,0,0.00108144894087066,0,5.22692475399918e-5,0,4.833260782326952,4.833260782326952,482.2585425538022,FALSE
256,1,0,pos_7373,pos,7373,2.46,420.18707,[M+DMSO+H]+,adduct linked to 6113_[M+NH4]+,0.333,32.27,Orbi_P_E2_WS03B,420.18716:239379 421.19051:68025 422.19387:0,73.02932:9969,Unknown,0,0,0,0,0,0,6.289048e-5,5.905615e-5,5.854945e-5,0,6.01653591729701e-5,0,2.37358496336835e-6,0,3.945102291410748,3.945102291410748,445.2064648253113,FALSE
257,1,0,pos_7375,pos,7375,2.389,420.18735,[2M+ACN+H]+,adduct linked to 2757_[M+ACN+H]+,0.333,33.23,Orbi_P_E2_WS03A,420.18716:243141 421.19051:62460 422.19387:16133,73.02928:17221 87.73239:2348 127.03927:7154,Unknown,0,0,0,0,0,0,6.020912e-5,6.147853e-5,6.344711e-5,0,6.17115874774754e-5,0,1.63153102653662e-6,0,2.6438001244614315,2.6438001244614315,445.87253757158754,FALSE
258,1,0,pos_7378,pos,7378,1.895,420.22357,[M+H+NH4]+,adduct linked to 8364_[M+DMSO+H]+,0.333,63.96,Orbi_P_E2_WS03A,420.22372:461808 421.22707:108123 422.23043:24971,55.80627:2555 107.08588:2838 123.08046:5130 154.23344:2548 165.09151:7316,Unknown,0,0,0,0,0,0,1.143576e-4,1.245754e-4,1.203651e-4,0,1.19766033700823e-4,0,5.13519118759843e-6,0,4.2876857727677615,4.2876857727677615,532.0263211318564,FALSE
259,1,0,pos_7380,pos,7380,2.266,420.22366,[M+H-2H2O]+,adduct linked to 8339_[M+Na]+,0.222,3.39,Orbi_P_E2_WS03A,420.22366:26607 421.22701:12480 422.23037:21796,73.02928:17221 87.73239:2348 127.03927:7154,Unknown,0,0,0,0,0,0,6.588794e-6,7.241198e-6,6.730848e-6,0,6.85361328578438e-6,0,3.43090399648632e-7,0,5.005978384573621,5.005978384573621,532.240378849671,FALSE
260,1,0,pos_7470,pos,7470,2.574,425.15778,[2M+Na]+,adduct linked to 2076_[M+H]+,0.333,49.75,Orbi_P_E2_WS03A,425.15814:478262 426.16149:94271 427.16485:44457,61.57812:3754 61.86614:2706 73.26104:2560 73.91211:3005 80.86089:2486 95.55051:2559 201.74344:2414 282.79343:2761,Unknown,0,0,0,0,0,0,1.184321e-4,1.199446e-4,1.178001e-4,0,1.18725600865825e-4,0,1.10200156381238e-6,0,0.928192029162928,0.928192029162928,371.1092855927568,FALSE
261,1,0,pos_7474,pos,7474,1.895,425.17886,[M+K]+,adduct linked to 3006_[M-C6H10O4+H]+,0.333,63.02,Orbi_P_E2_WS03A,425.17899:613870 426.18234:173142 427.1857:27901,59.76673:13949 276.34378:2611,Unknown,0,0,0,0,0,0,1.520127e-4,1.544995e-4,1.419867e-4,0,1.49499658922044e-4,0,6.62412261554231e-6,0,4.430861356678032,4.430861356678032,420.6700210823888,FALSE
262,2,0.01743416351875669,pos_7913,pos,7913,5.257,452.28012,[M+NH4]+,adduct linked to 7624_[M+H]+,0.333,67.2,Orbi_P_E2_WS03A,452.28021:528584 453.28356:187882 454.28692:28204,85.0912:2984 171.08002:11469 183.0808:4647,Unknown,0,5.0764e-7,0,0,1.62565e-6,1.33147e-6,1.308934e-4,1.627279e-4,1.352744e-4,5.77460108767506e-7,1.42965228102791e-4,7.31093631509666e-7,1.72545874902691e-5,0.00176336061896716,12.069079816991003,12.069079816991003,619.3506802819695,FALSE
262,2,0.01743416351875669,pos_7624,pos,7624,5.257,435.25351,[M+H]+,adduct linked to 7913_[M+NH4]+,0.333,286.29,Orbi_P_E2_WS03A,435.25366:2662879 436.25701:923430 437.26037:162211,81.07069:7714 121.06534:4570 131.08585:3936 171.06604:5429 187.07585:3359 247.14876:31084 261.12817:4103 399.2316:7508,Unknown,0,0,0,0,0,0,6.594087e-4,7.069241e-4,6.230773e-4,0,6.63136714138091e-4,0,4.20474993322242e-5,0,6.340698446605426,6.340698446605426,582.4421726087991,FALSE
263,1,0,pos_7625,pos,7625,5.964,435.25372,[M+ACN+Na]+,adduct linked to 6821_[M+NH4]+,0.333,233.23,Orbi_P_E2_WS03A,435.25351:2054200 436.25686:667733 437.26022:143801,65.78564:4541 79.05495:5817 91.0547:3735 109.06525:29506 125.06023:37602 157.10127:21923 169.10104:8042 187.07545:20932 194.10945:25756 211.14915:4940 213.12773:43423 235.11194:12402 239.14272:4955 248.11998:36833 261.12769:13359 263.14337:1007313 281.15408:228295 289.15884:82753 301.15915:12559 343.16763:3871 417.24298:26085,Unknown,2.267553e-6,0,1.439546e-6,1.215262e-6,0,1.484345e-6,5.086814e-4,5.903702e-4,5.242133e-4,1.06778433443348e-6,5.41088307121148e-4,9.00361063892033e-7,4.33801744266152e-5,0.00132474835262599,8.017207885607204,8.017207885607204,582.924368802608,FALSE
264,1,0,pos_7628,pos,7628,4.872,435.25381,[M+H]+,adduct linked to 7733_[M+Li]+; adduct linked to 7911_[M+NH4]+,0.333,102.85,Orbi_P_E2_WS03A,435.25391:879740 436.25726:334808 437.26062:49240,81.07062:4550 96.864:11828 123.04411:8026 171.0802:14667 185.13184:5606 211.11234:8185 223.11185:5559 235.14853:69233 263.14359:47482 281.15393:420517 305.19:4878 381.21619:3914 399.23264:10160,Unknown,0,0,0,0,0,0,2.1785e-4,2.657204e-4,2.354152e-4,0,2.39661870485482e-4,0,2.42160793928406e-5,0,10.104268711491818,10.104268711491818,583.1310241718211,FALSE
265,1,0,pos_7630,pos,7630,4.054,435.25397,[M+DMSO+H]+,adduct linked to 6068_[M+H]+,0.333,39.83,Orbi_P_E2_WS03A,435.25421:342344 436.25756:134572 437.26092:21450,71.94718:3217 171.08008:3975,Unknown,0,0,0,0,0,0,8.477461e-5,9.479802e-5,9.554144e-5,0,9.17046878991338e-5,0,6.01312748340677e-6,0,6.557055720009235,6.557055720009235,583.4984112838332,FALSE
266,1,0,pos_7631,pos,7631,5.344,435.25397,[M+Li]+,adduct linked to 8557_[M+ACN+Na]+; adduct linked to 8769_[M+DMSO+H]+,0.333,25.13,Orbi_P_E2_WS03B,435.25397:284738 436.25732:85734 437.26068:85642,95.04984:2797 171.08076:10577 244.09598:2835,Unknown,0,0,0,0,0,0,5.757206e-5,7.024668e-5,6.295654e-5,0,6.35917579832797e-5,0,6.36114352302821e-6,0,10.00309430775724,10.00309430775724,583.4984112838332,FALSE
267,1,0,pos_7632,pos,7632,4.126,435.254,[M+H]+,adduct linked to 7735_[M+Li]+; adduct linked to 8355_[M+2Na-H]+,0.333,30.47,Orbi_P_E2_WS03A,435.25415:271360 436.2575:77888 437.26086:15387,167.30173:2597 171.08026:18891 237.16386:41509,Unknown,0,0,0,0,0,0,6.719692e-5,7.752374e-5,7.372853e-5,0,7.28163989454818e-5,0,5.22348327771056e-6,0,7.173498488467444,7.173498488467444,583.567296337355,FALSE
268,1,0,pos_7633,pos,7633,5.761,435.254,[2M+K]+,adduct linked to 2906_[M+K]+,0.333,42.08,Orbi_P_E2_WS03A,435.25391:400537 436.25726:143532 437.26062:17656,96.8642:2748 109.10181:6494 137.09616:5611 263.14313:49034,Unknown,0,0,0,0,0,0,9.918503e-5,1.056907e-4,9.337175e-5,0,9.9415837515456e-5,0,6.16273704230596e-6,0,6.198948976663653,6.198948976663653,583.567296337355,FALSE
269,1,0,pos_7634,pos,7634,5.458,435.25403,[M+CH3OH+H]+,adduct linked to 8442_[M+IsoProp+Na+H]+,0.333,35.42,Orbi_P_E2_WS03A,435.25421:334211 436.25756:126679 437.26092:27181,81.07059:4325 171.08081:24157 247.14827:7947,Unknown,0,0,0,0,0,0,8.276055e-5,9.343479e-5,8.564871e-5,0,8.7281351928444e-5,0,5.52122960183437e-6,0,6.32578377837324,6.32578377837324,583.6361813812504,FALSE
270,1,0,pos_7636,pos,7636,6.394,435.25421,[M+H]+,NA,0.333,19.78,Orbi_P_E2_WS03B,435.25421:210930 436.25756:58903 437.26092:86321,97.06561:3262 109.10215:4543 140.69626:2591 263.14224:7607,Unknown,0,0,0,0,0,0,4.762306e-5,5.203775e-5,4.313497e-5,0,4.75985895415458e-5,0,4.45144127966964e-6,0,9.352044509185,9.352044509185,584.0494914454715,FALSE
271,1,0,pos_7666,pos,7666,5.11,437.2692,[M+IsoProp+H]+,adduct linked to 2378_[M-C6H10O5+H]+; similar chromatogram in higher mz_10892,0.444,14.87,Orbi_P_E2_WS03A,437.26901:240801 438.27236:86950 439.27572:29956,95.04985:10695 155.08479:2902 225.12753:4575,Unknown,4.554214e-6,0,0,0,0,0,5.962958e-5,6.479501e-5,6.357217e-5,7.59035704807805e-7,6.26655831486763e-5,1.85925017333292e-6,2.69941481605433e-6,0.01297630448314671,4.3076513141988535,4.3076513141988535,615.6390617038934,FALSE
272,1,0,pos_7667,pos,7667,6.123,437.26935,[M+DMSO+H]+,adduct linked to 6289_[M+Li]+,0.333,98.16,Orbi_P_E2_WS03A,437.2695:1673242 438.27285:563960 439.27621:105110,65.03952:2887 81.07062:6315 95.04992:38596 107.08607:15816 135.08064:8981 151.07541:6259 161.09608:6287 175.11209:6798 197.0963:23547 209.09639:9483 251.14417:6801 293.19061:9040 347.23819:9776,Unknown,0,0,0,0,0,0,4.143448e-4,4.54092e-4,3.968272e-4,0,4.21754666604102e-4,0,2.93426700448723e-5,0,6.957284025126401,6.957284025126401,615.9818885087063,FALSE
273,1,0,pos_7671,pos,7671,6.686,437.26956,[M+ACN+Na]+,adduct linked to 2004_[M-C6H8O6+H]+,0.333,146.9,Orbi_P_E2_WS03A,437.26944:2027133 438.27279:778260 439.27615:138705,96.86417:3163 109.10142:6723 121.06531:13982 155.08571:50814 167.08577:9768 225.12698:4603 249.16382:35637,Unknown,3.854748e-6,1.220887e-6,6.268464e-6,8.279154e-6,8.815317e-7,9.151634e-6,5.019789e-4,5.351393e-4,4.60877e-4,4.94273645775441e-6,4.99331741593778e-4,3.52514736215078e-6,3.72018944611991e-5,0.00522434778188595,7.450336392086206,7.450336392086206,616.4618456405076,FALSE
274,1,0,pos_7673,pos,7673,6.776,437.26956,[M+H]+,adduct linked to 8192_[M+CH3OH+H]+,0.333,23.78,Orbi_P_E2_WS03A,437.26956:424929 438.27291:136466 439.27627:29609,60.25123:3477 81.0707:4346 121.06518:10758 121.10148:5194 135.08058:18737 167.08571:9213 197.09641:4231 265.15833:4033,Unknown,3.854748e-6,8.607067e-6,6.268464e-6,8.279154e-6,1.005486e-5,9.151634e-6,1.052251e-4,1.005122e-4,8.878377e-5,7.70265486001639e-6,9.81736933075202e-5,2.26477466524488e-6,8.46643885613541e-6,0.03940913933716317,8.623938420667397,8.623938420667397,616.4618456405076,FALSE
275,1,0,pos_7675,pos,7675,6.368,437.26968,[M+H]+,adduct linked to 7976_[M+NH4]+; adduct linked to 8343_[M+ACN+H]+,0.333,17.81,Orbi_P_E2_WS03A,437.26965:241501 438.273:80623 439.27636:22265,155.08614:6201,Unknown,0,0,0,0,0,0,5.980289e-5,6.487116e-5,6.093575e-5,0,6.18699353556925e-5,0,2.66014550623319e-6,0,4.299576993154942,4.299576993154942,616.7361066516067,FALSE
276,1,0,pos_7677,pos,7677,6.222,437.26987,[M+H]+,adduct linked to 7979_[M+NH4]+,0.333,15.34,Orbi_P_E2_WS03A,437.26981:216758 438.27316:74400 439.27652:10201,135.08112:3935 237.12927:2659,Unknown,0,0,0,0,0,0,5.367573e-5,5.643527e-5,5.048807e-5,0,5.35330242807201e-5,0,2.97616713854337e-6,0,5.55949748502297,5.55949748502297,617.1703529447976,FALSE
277,1,0,pos_7694,pos,7694,0.53,439.14294,[M+2Na-H]+,adduct linked to 2462_[M-C6H8O6+H]+,0.333,739.54,Orbi_P_E2_WS03A,439.14264:3098216 440.14599:779754 441.14935:207036,87.73629:3143 109.78445:7445 277.08972:197304,Unknown,0,0,0,0,0,0,7.672111e-4,8.399849e-4,7.725453e-4,0,7.93247095619639e-4,0,4.05638657841721e-5,0,5.113648194638008,5.113648194638008,325.49766142206465,FALSE
278,1,0,pos_7702,pos,7702,3.891,439.28546,[M+ACN+Na]+,adduct linked to 6549_[M+H]+,0.333,27.67,Orbi_P_E2_WS03A,439.28546:241957 440.28881:84000 441.29217:11129,67.05518:9976 197.13306:3007,Unknown,0,0,0,0,0,0,5.991573e-5,5.759237e-5,5.408279e-5,0,5.71969637045792e-5,0,2.93650316753732e-6,0,5.13401932085815,5.13401932085815,649.8280184370329,FALSE
279,1,0,pos_7731,pos,7731,4.419,441.30042,[M+2ACN+H]+,adduct linked to 6120_[M+H]+,0.333,70.71,Orbi_P_E2_WS03A,441.30042:421701 442.30377:153575 443.30713:25423,95.04981:19803 131.08546:3413 145.10159:6721 199.14786:3886,Unknown,2.90881e-7,8.592374e-7,5.049116e-7,5.74611e-7,6.253607e-7,5.826308e-7,1.044257e-4,1.031146e-4,1.070713e-4,5.72938764283511e-7,1.04870552604552e-4,1.83845580641439e-7,2.01552847620106e-6,0.00277769527263069,1.9219203352548888,1.9219203352548888,680.7607389088236,FALSE
280,1,0,pos_7742,pos,7742,2.654,442.22919,[M+IsoProp+Na+H]+,adduct linked to 6114_[M+H]+,0.333,60.76,Orbi_P_E2_WS03A,442.22922:321592 443.23257:86878 444.23593:15662,61.57931:3174 85.02909:39127,Unknown,0,0,0,0,0,0,7.963592e-5,8.094237e-5,7.630149e-5,0,7.89599289419129e-5,0,2.39315139853554e-6,0,3.030842897916066,3.030842897916066,518.2606783600532,FALSE
281,1,0,pos_7886,pos,7886,3.783,451.24866,[M+H]+,adduct linked to 9116_[M+2ACN+H]+,0.333,67.02,Orbi_P_E2_WS03A,451.24899:493278 452.25234:186148 453.2557:46096,96.86131:6097 193.10332:2882 197.1328:188653 253.15894:8750,Unknown,0,0,0,0,0,0,1.221504e-4,1.277028e-4,1.193983e-4,0,1.23083819441187e-4,0,4.23023805809346e-6,0,3.4368758438754736,3.4368758438754736,551.0487277679065,FALSE
282,1,0,pos_7887,pos,7887,6.295,451.24872,[M+2Na-H]+,adduct linked to 7150_[M+H]+,0.333,25.73,Orbi_P_E2_WS03B,451.24872:218871 452.25207:68397 453.25543:28076,95.04967:5763 137.09608:6379,Unknown,0,0,0,0,0,0,4.62563e-5,5.39967e-5,4.777242e-5,0,4.93418071224975e-5,0,4.10190821191998e-6,0,8.313250874124767,8.313250874124767,551.1816188641857,FALSE
283,1,0,pos_7890,pos,7890,4.178,451.2489,[M+H]+,adduct linked to 8021_[M+Li]+,0.333,37.43,Orbi_P_E2_WS03A,451.24896:284139 452.25231:101921 453.25567:21232,95.08636:3196 151.07556:4818 211.11491:3354 253.15883:8668 263.14291:30571,Unknown,0,0,0,0,0,0,7.036133e-5,7.447878e-5,6.245697e-5,0,6.90990273142233e-5,0,6.10950308136372e-6,0,8.841662927585299,8.841662927585299,551.5802919408599,FALSE
284,1,0,pos_7892,pos,7892,5.705,451.24899,[M+H]+,adduct linked to 7595_[M+H-H2O]+,0.333,23.08,Orbi_P_E2_WS03A,451.24887:231721 452.25222:77557 453.25558:30335,60.90023:4632 253.15715:4347,Unknown,0,0,0,0,0,0,5.738102e-5,5.869433e-5,5.958855e-5,0,5.85546343548534e-5,0,1.110371429907e-6,0,1.896299826889731,1.896299826889731,551.7796283599263,FALSE
285,1,0,pos_7937,pos,7937,5.449,453.26358,[M+Na]+,adduct linked to 8774_[M+2K-H]+,0.333,46.58,Orbi_P_E2_WS03A,453.26346:365392 454.26681:132713 455.27017:26155,143.0853:2587 263.14349:3194,Unknown,0,0,0,0,0,0,9.048192e-5,1.002935e-4,8.974827e-5,0,9.35079078772105e-5,0,5.88796651414571e-6,0,6.29675783344171,6.29675783344171,581.5159470787183,FALSE
286,1,0,pos_7940,pos,7940,4.048,453.26404,[M+H]+,adduct linked to 8421_[M+CH3OH+H]+,0.333,19.18,Orbi_P_E2_WS03A,453.2644:300013 454.26775:88200 455.27111:17671,95.08627:5614 123.04469:5159 133.10133:12465 173.0963:3229 208.21327:2955 237.1646:15188 255.17455:18777,Unknown,0,0,0,0,0,0,7.429213e-5,8.058124e-5,8.394876e-5,0,7.96073776048919e-5,0,4.90142064265615e-6,0,6.156992969901518,6.156992969901518,582.5302179277727,FALSE
287,1,0,pos_7941,pos,7941,5.57,453.26419,[M+H]+,adduct linked to 9087_[M+DMSO+H]+,0.333,827.59,Orbi_P_E2_WS03A,453.26431:6373641 454.26766:2253834 455.27102:414927,59.6031:6336 75.29502:2659 85.02924:14805 123.11682:4709 133.10144:7015 145.10187:14241 173.09674:3900 235.14851:16284 252.15085:5094 266.12881:4270,Unknown,0,0,0,0,0,0,0.001578305,0.001706765,0.00155542,0,0.00161349656991661,0,8.15796062859323e-5,0,5.056075594269689,5.056075594269689,582.8609579768149,FALSE
288,2,0.01743416351875669,pos_7944,pos,7944,6.686,453.26431,[M+H]+,adduct linked to 8206_[M+NH4]+; adduct linked to 8532_[M+K]+,0.333,34.04,Orbi_P_E2_WS03B,453.26404:277754 454.26739:95191 455.27075:106050,53.38585:2775 123.04413:3195 171.07959:3448,Unknown,0,0,0,0,0,0,7.186393e-5,6.852372e-5,6.273966e-5,0,6.77091035565051e-5,0,4.6163623870018e-6,0,6.817934582680333,6.817934582680333,583.1255498585873,FALSE
288,2,0.01743416351875669,pos_8206,pos,8206,6.7,470.29141,[M+NH4]+,adduct linked to 7944_[M+H]+,0.333,36.11,Orbi_P_E2_WS03A,470.29141:373254 471.29476:131785 472.29812:804470,101.10667:2651 136.37166:2558,Unknown,1.342204e-6,5.938934e-6,3.447034e-6,5.579655e-6,5.361794e-6,5.442635e-6,9.242896e-5,9.030816e-5,8.143623e-5,4.51870933678341e-6,8.80577814920495e-5,1.78581929052344e-6,5.8316522957293e-6,0.02471550325460695,6.622529204027045,6.622529204027045,619.6370884171259,FALSE
289,2,2.8310967668874e-4,pos_7945,pos,7945,4.983,453.26434,[M+H-2H2O]+,adduct linked to 9110_[M+2Na-H]+,0.333,52.88,Orbi_P_E2_WS03A,453.26443:411085 454.26778:140857 455.27114:29301,61.16147:3856 109.06527:4174 133.10126:5515 145.10115:10989 169.10049:3461 175.11246:6734 197.13261:10048 211.14876:4799 227.14275:7331 237.12685:6287 253.15924:26003 281.15378:84542,Unknown,0,0,0,0,0,0,1.01797e-4,1.146952e-4,1.104911e-4,0,1.08994470792823e-4,0,6.57806227892284e-6,0,6.035225668856578,6.035225668856578,583.191697807077,FALSE
289,2,2.8310967668874e-4,pos_9110,pos,9110,4.983,533.22156,[M+2Na-H]+,adduct linked to 7945_[M+H-2H2O]+,0.333,56.93,Orbi_P_E2_WS03A,533.22168:435693 534.22503:162164 535.22839:40899,120.16049:2904 193.10202:2775 253.1577:6812 263.14368:35881,Unknown,0,0,0,0,0,0,1.078906e-4,1.206593e-4,1.122197e-4,0,1.13589878310449e-4,0,6.49367921376456e-6,0,5.716776274745964,5.716776274745964,415.51208094427767,FALSE
290,2,0.00195750119310506,pos_8581,pos,8581,4.751,493.25732,[M+Na]+,adduct linked to 7949_[M+H-H2O]+,0.333,104.87,Orbi_P_E2_WS03A,493.25717:678194 494.26052:237484 495.26388:45669,54.80656:13463 58.85936:2747 59.68271:9805 61.5459:2715 64.39995:3084 82.69067:3004 96.86448:9415 112.29324:2933 147.70483:3218 161.27998:3593 309.88837:2974 342.52109:2527 493.25668:210151,Unknown,0,0,0,0,0,0,1.679413e-4,1.796131e-4,1.607932e-4,0,1.69449199650747e-4,0,9.50013847562991e-6,0,5.6064817628001284,5.6064817628001284,521.6749748386763,FALSE
290,2,0.00195750119310506,pos_7949,pos,7949,4.751,453.26465,[M+H-H2O]+,adduct linked to 8581_[M+Na]+; adduct linked to 11290_[2M+Na]+; adduct linked to 11319_[2M+K]+,0.333,92.13,Orbi_P_E2_WS03A,453.2644:706534 454.26775:237702 455.27111:43116,81.07058:4612 123.04459:3206 133.10143:4762 137.0603:7407 159.11703:5986 209.09535:4253 247.14818:3468,Unknown,1.511005e-6,0,0,0,0,0,1.749589e-4,1.879427e-4,1.735549e-4,2.5183409964787e-7,1.78818867425434e-4,6.16865043970495e-7,7.93263008807869e-6,0.00150801649743371,4.436125897837113,4.436125897837113,583.8752260958744,FALSE
291,1,0,pos_7972,pos,7972,6.686,454.2959,[M+H-H2O]+,adduct linked to 9142_[M+ACN+Na]+,0.333,50.41,Orbi_P_E2_WS03A,454.2959:497753 455.29925:121208 456.30261:16321,135.08078:3478 249.16397:4188,Unknown,0,0,0,0,0,0,1.232586e-4,1.044663e-4,1.093213e-4,0,1.12348730908707e-4,0,9.7550547221063e-6,0,8.682834815493484,8.682834815493484,651.337597367745,FALSE
292,1,0,pos_7987,pos,7987,6.779,455.27975,[M+IsoProp+H]+,adduct linked to 2795_[M-C6H10O5+H]+,0.333,31.84,Orbi_P_E2_WS03A,455.27975:381143 456.2831:153800 457.28646:14769,116.98514:2549 128.15056:2887 135.08107:14110 155.08549:19147 173.09645:7374,Unknown,0,0,0,0,0,0,9.438233e-5,8.801086e-5,7.8303499999999993e-005,0,8.68988960670928e-5,0,8.09688299913644e-6,0,9.31759017155409,9.31759017155409,614.4573748337777,FALSE
293,1,0,pos_7988,pos,7988,6.973,455.28015,[2M+K]+,adduct linked to 3315_[M+2Na-H]+,0.333,23.78,Orbi_P_E2_WS03A,455.28015:286057 456.2835:101487 457.28686:23188,85.02892:3659 109.05281:2817 123.11692:3085 125.05979:4772 151.11189:4446 185.86546:2660 195.11667:5437 223.1124:6137,Unknown,0,0,0,0,0,0,7.083622e-5,6.910413e-5,6.480883e-5,0,6.82497266097926e-5,0,3.10320072465431e-6,0,4.546832461903308,4.546832461903308,615.3354149088027,FALSE
294,1,0,pos_8002,pos,8002,8.144,456.3118,[M+NH4]+,adduct linked to 8066_[M+Na]+; similar chromatogram in higher mz_8408,0.333,93.26,Orbi_P_E2_WS03A,456.3118:577216 457.31515:216736 458.31851:36733,135.08093:3584 171.08055:12060 249.16389:7528,Unknown,0,0,0,0,0,0,1.429361e-4,1.374546e-4,1.210125e-4,0,1.33801062474959e-4,0,1.14092842478731e-5,0,8.527050560609979,8.527050560609979,683.3047052476074,FALSE
295,1,0,pos_8037,pos,8037,3.818,459.22342,[M+H]+,NA,0.222,75.61,Orbi_P_E2_WS03A,459.22342:260635 460.22677:71739 461.23013:7201,68.85732:3015 95.08615:5394 135.11732:18163 175.14807:10100,Unknown,0,0,0,0,0,0,6.454092e-5,6.324063e-5,6.055433e-5,0,6.27786248514894e-5,0,2.03305380385413e-6,0,3.238449087828174,3.238449087828174,486.5169986321168,FALSE
296,1,0,pos_8104,pos,8104,2.592,464.21387,[M+Na]+,adduct linked to 7743_[M+H]+,0.333,62.17,Orbi_P_E2_WS03A,464.21384:183259 465.21719:66677 466.22055:12431,61.5796:3156 127.03938:10351,Unknown,0,0,0,0,0,0,4.538035e-5,5.022473e-5,4.611167e-5,0,4.7238913490825e-5,0,2.61151693822428e-6,0,5.528317112398241,5.528317112398241,460.7143685732307,FALSE
297,2,0,pos_8119,pos,8119,3.091,465.10391,[M+2Na-H]+,adduct linked to 8093_[M+ACN+2H]+,0.333,96.09,Orbi_P_E2_WS03A,465.10379:574521 466.10714:167133 467.1105:37098,127.0398:3524,Unknown,0,0,0,0,0,0,1.422686e-4,1.474298e-4,1.428137e-4,0,1.4417070390967e-4,0,2.83559385672771e-6,0,1.9668308330549236,1.9668308330549236,223.41244131872563,FALSE
